,model,lookback,n1,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",4,8,0.1,0.0,0.001,0.95,0.5337625,0.4662375,0.7121706251042375,2.283525,365364,114636,25,673.4661290322581,15.930803000000003,"TitForTat,OmegaTFT,AllC,AllD"
1,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",4,8,0.2,0.0,0.001,0.95,0.52054375,0.47945625,0.8169603941183936,2.13113125,340981,139019,25,514.891935483871,16.869993000000004,"TitForTat,OmegaTFT,AllC,AllD"
2,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=2, bias=True)
)",4,12,0.1,0.0,0.001,0.95,0.94324375,0.05675625,1.8599583735194436,2.231875,357100,122900,24,707.6677419354838,16.140508,"TitForTat,OmegaTFT,AllC,AllD"
3,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=2, bias=True)
)",4,12,0.2,0.0,0.001,0.95,0.47913125,0.52086875,0.7080440573543184,2.24108125,358573,121427,25,615.9258064516129,17.578936000000002,"TitForTat,OmegaTFT,AllC,AllD"
4,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",4,16,0.1,0.0,0.001,0.95,0.36145625,0.63854375,0.5053205782071057,2.43885,390216,89784,25,588.8887096774193,16.742928,"TitForTat,OmegaTFT,AllC,AllD"
5,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",4,16,0.2,0.0,0.001,0.95,0.4984125,0.5015875,0.8197431656171064,2.0625375,330006,149994,25,650.0677419354839,15.892722000000001,"TitForTat,OmegaTFT,AllC,AllD"
6,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",4,32,0.1,0.0,0.001,0.95,0.47866875,0.52133125,0.4444402872101313,2.627425,420388,59612,25,607.1435483870968,15.379133999999999,"TitForTat,OmegaTFT,AllC,AllD"
7,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",4,32,0.2,0.0,0.001,0.95,0.43431875,0.56568125,0.6411172610353542,2.2524625,360394,119606,25,647.1258064516129,17.186982999999994,"TitForTat,OmegaTFT,AllC,AllD"
8,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=48, bias=True)
  (layer2): Linear(in_features=48, out_features=48, bias=True)
  (layer3): Linear(in_features=48, out_features=2, bias=True)
)",4,48,0.1,0.0,0.001,0.95,0.46911875,0.53088125,0.43400404534854153,2.5980625,415690,64310,25,621.5645161290323,15.572604000000002,"TitForTat,OmegaTFT,AllC,AllD"
9,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=48, bias=True)
  (layer2): Linear(in_features=48, out_features=48, bias=True)
  (layer3): Linear(in_features=48, out_features=2, bias=True)
)",4,48,0.2,0.0,0.001,0.95,0.90070625,0.09929375,1.8592334445160967,2.23728125,357965,122035,23,712.666129032258,15.178775,"TitForTat,OmegaTFT,AllC,AllD"
10,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",4,64,0.1,0.0,0.001,0.95,0.43900625,0.56099375,0.5463155345113674,2.4870625,397930,82070,25,633.7903225806451,14.979937999999995,"TitForTat,OmegaTFT,AllC,AllD"
11,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",4,64,0.2,0.0,0.001,0.95,0.90040625,0.09959375,1.8741066132111097,2.25445625,360713,119287,2,796.991935483871,17.949029,"TitForTat,OmegaTFT,AllC,AllD"
12,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.1,0.0,0.001,0.95,0.40625,0.59375,0.49324499618205064,2.3571375,377142,102858,25,557.1032258064516,16.415335,"TitForTat,OmegaTFT,AllC,AllD"
13,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.001,0.95,0.25459375,0.74540625,0.636562365098653,2.1276,340416,139584,25,630.1306451612903,17.254428,"TitForTat,OmegaTFT,AllC,AllD"
